ID;Brand;Model;Width;Profile;Rim;Category;Price;Stock;Tag;Description;SpeedRating;LoadIndex;Image
177;Xbri;ECOLOGY;225;55;16;autos;154400;6;Destacado;Neumático Xbri ECOLOGY de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;95;https://www.sunset.com.py/img/pattern/xbri/51600/xbri_ecology_01_s.jpg
178;Linglong;AR200 XL;225;40;19;autos;154400;14;;Neumático Linglong AR200 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Y;93;https://www.sunset.com.py/img/pattern/linglong/88500/linglong_ar200_01_s.jpg
179;Xbri;FORZA A/T;205;70;15;autos;134400;6;;Neumático Xbri FORZA A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;96;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
180;Sunset;ENZO G1;205;60;16;autos;134400;23;;Neumático Sunset ENZO G1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;92;https://www.sunset.com.py/img/pattern/sunset/128907/sunset_enzo-g1_01_s.jpg
181;Xbri;FORZA A/T C1 WL;205;70;15;autos;134400;21;Premium;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;96;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
182;Linglong;CROSSWIND A/T;205;70;15;autos;134400;9;;Neumático Linglong CROSSWIND A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;96;https://www.sunset.com.py/img/pattern/linglong/45205/linglong_crosswind-at_01_s.jpg
183;Xbri;ECOLOGY;205;65;16;autos;134400;11;;Neumático Xbri ECOLOGY de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;95;https://www.sunset.com.py/img/pattern/xbri/51600/xbri_ecology_01_s.jpg
184;Sunset;TIRES   ALL-TERRAIN T/A WL;205;65;15;autos;134400;5;;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;94;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
185;Xbri;FASTWAY C2;205;65;15;autos;134400;6;Destacado;Neumático Xbri FASTWAY C2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;94;https://www.sunset.com.py/img/pattern/xbri/143754/xbri_fastway-c2_01_s.jpg
186;Xbri;FASTWAY F1;205;65;16;autos;134400;24;;Neumático Xbri FASTWAY F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;95;https://www.sunset.com.py/img/pattern/xbri/124520/xbri_fastway-f1_01_s.jpg
187;Xbri;SPORT+ 2 XL;215;45;17;autos;134400;27;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;91;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
188;Xbri;SPORT+ C1 XL;215;40;18;autos;136000;17;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;89;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
189;Linglong;SPORT MASTER XL;215;30;20;autos;136000;17;;Neumático Linglong SPORT MASTER XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;82;https://www.sunset.com.py/img/pattern/linglong/98900/linglong_sport-master_01_s.jpg
190;Sunset;TIRES   ALL-TERRAIN T/A WL;205;60;15;autos;136000;22;;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;91;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
191;Linglong;CROSSWIND A/T;205;60;15;autos;136000;23;;Neumático Linglong CROSSWIND A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;91;https://www.sunset.com.py/img/pattern/linglong/45205/linglong_crosswind-at_01_s.jpg
192;Sunset;225/45ZR18  ENZO G1 XL;225;45;18;autos;157600;5;;Neumático Sunset 225/45ZR18  ENZO G1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;95;https://www.sunset.com.py/img/pattern/sunset/128907/sunset_enzo-g1_01_s.jpg
193;Xbri;FORZA A/T A1;205;60;16;autos;137600;23;Oferta;Neumático Xbri FORZA A/T A1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;92;https://www.sunset.com.py/img/pattern/xbri/126143/xbri_forza-at-a1_01_s.jpg
194;Xbri;SPORT+ C1 XL;225;50;17;autos;158400;22;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
195;Xbri;FASTWAY F1 XL;215;55;16;autos;139200;16;;Neumático Xbri FASTWAY F1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;97;https://www.sunset.com.py/img/pattern/xbri/124520/xbri_fastway-f1_01_s.jpg
196;Linglong;GREEN-MAX HP010;205;65;16;autos;139200;24;Premium;Neumático Linglong GREEN-MAX HP010 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;95;https://www.sunset.com.py/img/pattern/linglong/31423/linglong_green-max-hp010_01_s.jpg
197;Xbri;SPORT+;225;35;19;autos;171600;23;;Neumático Xbri SPORT+ de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;84;https://www.sunset.com.py/img/pattern/xbri/51602/xbri_sport+_01_s.jpg
198;Xbri;FORZA A/T C1 WL;205;60;16;autos;151600;5;;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;92;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
199;Xbri;SPORT+ 2 XL;225;45;17;autos;171600;22;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;94;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
200;Linglong;GREEN-MAX XL;225;30;20;autos;173200;21;;Neumático Linglong GREEN-MAX XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;85;https://www.sunset.com.py/img/pattern/linglong/658/linglong_green-max_01_s.jpg
201;Xbri;SPORT+ 2 XL;225;50;17;autos;173200;24;Destacado;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
202;Xbri;FASTWAY W1;205;60;16;autos;153200;13;;Neumático Xbri FASTWAY W1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;92;https://www.sunset.com.py/img/pattern/xbri/139726/xbri_fastway-w1_01_s.jpg
203;Xbri;245/45ZR18  FASTWAY W2 XL;245;45;18;autos;176400;13;;Neumático Xbri 245/45ZR18  FASTWAY W2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;100;https://www.sunset.com.py/img/pattern/xbri/139727/xbri_fastway-w2_01_s.jpg
204;Xbri;SPORT+ C1 XL;225;45;18;autos;176400;7;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;95;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
205;Xbri;FASTWAY W2;225;55;17;autos;176400;7;Oferta;Neumático Xbri FASTWAY W2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;97;https://www.sunset.com.py/img/pattern/xbri/139727/xbri_fastway-w2_01_s.jpg
206;Xbri;225/45ZR18  FASTWAY W2 XL;225;45;18;autos;176400;8;;Neumático Xbri 225/45ZR18  FASTWAY W2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;95;https://www.sunset.com.py/img/pattern/xbri/139727/xbri_fastway-w2_01_s.jpg
207;Xbri;FASTDRIVE E1 XL;215;50;17;autos;178000;25;;Neumático Xbri FASTDRIVE E1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;95;https://www.sunset.com.py/img/pattern/xbri/118502/xbri_fastdrive-e1_01_s.jpg
208;Xbri;245/40ZR19  SPORT PLUS F1 XL;245;40;19;autos;181200;25;;Neumático Xbri 245/40ZR19  SPORT PLUS F1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/124521/xbri_sport-plus-f1_01_s.jpg
209;Xbri;SPORT+ C1 XL;245;40;19;autos;181200;11;Destacado;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
210;Linglong;SPORT MASTER XL;225;40;19;autos;181200;21;;Neumático Linglong SPORT MASTER XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Y;93;https://www.sunset.com.py/img/pattern/linglong/98900/linglong_sport-master_01_s.jpg
211;Linglong;SPORT MASTER XL;225;45;19;autos;181200;20;Premium;Neumático Linglong SPORT MASTER XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Y;96;https://www.sunset.com.py/img/pattern/linglong/98900/linglong_sport-master_01_s.jpg
212;Xbri;225/45ZR19  SPORT+ 2 XL;225;45;19;autos;181200;18;;Neumático Xbri 225/45ZR19  SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;96;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
213;Xbri;SPORT+ 2 XL;225;55;17;autos;181200;5;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;101;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
214;Linglong;COMFORT MASTER;215;55;17;autos;181200;18;;Neumático Linglong COMFORT MASTER de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;94;https://www.sunset.com.py/img/pattern/linglong/108902/linglong_comfort-master_01_s.jpg
215;Xbri;SPORT+ 2 XL;215;55;17;autos;181200;21;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
216;Xbri;SPORT+ C1 XL;235;50;18;autos;181200;7;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;101;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
217;Xbri;SPORT+ C1 XL;245;40;18;autos;183600;25;Oferta;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;97;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
218;Xbri;245/40ZR19  SPORT+ 2 XL;245;40;19;autos;183600;22;;Neumático Xbri 245/40ZR19  SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
219;Sunset;TIRES   ALL-TERRAIN T/A XL WL;215;70;15;autos;183600;13;;Neumático Sunset TIRES   ALL-TERRAIN T/A XL WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;103;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
220;Xbri;BRUTUS T/A WL;205;60;16;autos;163600;12;;Neumático Xbri BRUTUS T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;92;https://www.sunset.com.py/img/pattern/xbri/68480/xbri_brutus-ta_01_s.jpg
221;Xbri;SPORT+ C1 XL;245;45;18;autos;183600;14;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;100;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
222;Sunset;TIRES    MUD-TERRAIN M/T XL - WL;205;70;15;autos;163600;20;;Neumático Sunset TIRES    MUD-TERRAIN M/T XL - WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;100;https://www.sunset.com.py/img/pattern/sunset-tires/107707/sunset-tires_mud-terrain-mt_01_s.jpg
223;Sunset;TIRES LT  103/ ALL-TERRAIN T/A WL;215;65;16;autos;166800;18;;Neumático Sunset TIRES LT  103/ ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;100;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
224;Sunset;TIRES   ALL-TERRAIN T/A WL;225;50;15;autos;188400;13;;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;91;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
225;Sunset;TIRES   ALL-TERRAIN T/A WL;235;60;15;autos;188400;16;Destacado;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;98;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
226;Linglong;COMFORT MASTER;235;55;17;autos;188400;17;Premium;Neumático Linglong COMFORT MASTER de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;99;https://www.sunset.com.py/img/pattern/linglong/108902/linglong_comfort-master_01_s.jpg
227;Xbri;LT  102/ BRUTUS T/A;205;70;15;autos;168400;21;;Neumático Xbri LT  102/ BRUTUS T/A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;99;https://www.sunset.com.py/img/pattern/xbri/68480/xbri_brutus-ta_01_s.jpg
228;Sunset;VENTTURA HP B1;245;55;19;autos;190000;26;;Neumático Sunset VENTTURA HP B1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;103;https://www.sunset.com.py/img/pattern/sunset/56884/sunset_venttura-hp-b1_01_s.jpg
229;Xbri;SPORT+ C1 XL;235;55;17;autos;190000;14;Oferta;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;103;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
230;Xbri;235/40ZR19  SPORT+ 2 XL;235;40;19;autos;190000;8;;Neumático Xbri 235/40ZR19  SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;96;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
231;Xbri;SPORT+ C1 XL;255;45;19;autos;190000;23;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;104;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
232;Xbri;LT  103/ BRUTUS T/A;215;65;16;autos;190000;22;;Neumático Xbri LT  103/ BRUTUS T/A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;100;https://www.sunset.com.py/img/pattern/xbri/68480/xbri_brutus-ta_01_s.jpg
233;Xbri;235/55ZR17  SPORT+ 2 XL;235;55;17;autos;193200;13;Destacado;Neumático Xbri 235/55ZR17  SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;103;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
234;Linglong;SPORT MASTER XL;245;45;19;autos;193200;12;;Neumático Linglong SPORT MASTER XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Y;102;https://www.sunset.com.py/img/pattern/linglong/98900/linglong_sport-master_01_s.jpg
235;Xbri;SPORT+ C1 XL;235;45;17;autos;197200;22;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;97;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
236;Xbri;235/45ZR18  SPORT+ 2 XL;235;45;18;autos;198800;20;;Neumático Xbri 235/45ZR18  SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
237;Linglong;GREEN-MAX XL;265;30;19;autos;203600;11;;Neumático Linglong GREEN-MAX XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;93;https://www.sunset.com.py/img/pattern/linglong/658/linglong_green-max_01_s.jpg
238;Xbri;SPORT+ 2 XL;235;45;17;autos;203600;12;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;97;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
239;Xbri;SPORT+;235;50;18;autos;203600;25;;Neumático Xbri SPORT+ de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;97;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
240;Xbri;SPORT+ 2 XL;245;45;19;autos;203600;9;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;102;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
241;Sunset;VENTTURA HP B1 XL;235;45;19;autos;205200;11;Premium;Neumático Sunset VENTTURA HP B1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;99;https://www.sunset.com.py/img/pattern/sunset/56884/sunset_venttura-hp-b1_01_s.jpg
242;Linglong;SPORT MASTER E XL - EV;235;45;19;autos;205200;15;;Neumático Linglong SPORT MASTER E XL - EV de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;99;https://www.sunset.com.py/img/pattern/linglong/132940/linglong_sport-master-e_01_s.jpg
243;Xbri;245/40ZR20  SPORT+ XL;245;40;20;autos;207600;16;;Neumático Xbri 245/40ZR20  SPORT+ XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;99;https://www.sunset.com.py/img/pattern/xbri/51602/xbri_sport+_01_s.jpg
244;Xbri;SPORT+ XL;245;35;20;autos;207600;8;;Neumático Xbri SPORT+ XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;95;https://www.sunset.com.py/img/pattern/xbri/51602/xbri_sport+_01_s.jpg
245;Linglong;SPORT MASTER C/S XL;235;45;20;autos;207600;22;;Neumático Linglong SPORT MASTER C/S XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;100;https://www.sunset.com.py/img/pattern/linglong/151729/linglong_sport-master-cs_01_s.jpg
246;Xbri;SPORT+ C1 XL;235;35;19;autos;207600;22;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Y;91;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
247;Xbri;SPORT+ C1;245;45;20;autos;207600;13;;Neumático Xbri SPORT+ C1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;99;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
248;Linglong;GRIP MASTER C/S XL;235;45;19;autos;218000;20;;Neumático Linglong GRIP MASTER C/S XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;99;https://www.sunset.com.py/img/pattern/linglong/118109/linglong_grip-master-cs_01_s.jpg
249;Xbri;235/45ZR18  SPORT PLUS F1 XL;235;45;18;autos;221200;17;Destacado;Neumático Xbri 235/45ZR18  SPORT PLUS F1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;98;https://www.sunset.com.py/img/pattern/xbri/124521/xbri_sport-plus-f1_01_s.jpg
250;Xbri;FORZA H/T F1;245;50;20;autos;221200;21;;Neumático Xbri FORZA H/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;102;https://www.sunset.com.py/img/pattern/xbri/124522/xbri_forza-ht-f1_01_s.jpg
251;Xbri;SPORT+ C1 XL;245;45;17;autos;222800;19;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;99;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
252;Xbri;SPORT+;235;45;19;autos;222800;11;;Neumático Xbri SPORT+ de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;95;https://www.sunset.com.py/img/pattern/xbri/51602/xbri_sport+_01_s.jpg
253;Linglong;SPORT MASTER XL;245;40;20;autos;224400;17;Oferta;Neumático Linglong SPORT MASTER XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Y;99;https://www.sunset.com.py/img/pattern/linglong/98900/linglong_sport-master_01_s.jpg
254;Xbri;SPORT+ C1 XL;245;50;18;autos;224400;16;;Neumático Xbri SPORT+ C1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;104;https://www.sunset.com.py/img/pattern/xbri/143758/xbri_sport+-c1_01_s.jpg
255;Xbri;SPORT+ XL;255;35;19;autos;227600;21;;Neumático Xbri SPORT+ XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;96;https://www.sunset.com.py/img/pattern/xbri/51602/xbri_sport+_01_s.jpg
256;Xbri;255/40ZR19  SPORT+ 2 XL;255;40;19;autos;234800;24;Premium;Neumático Xbri 255/40ZR19  SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;100;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
